Case_Number,Offense_Code,Offense_Type,Arrest,Location,Officer_id,Officer_Name,Date
BO226654,3,Homicide,Yes,Boston,820,Steven Hardeman,2001
NY657182,4,Drug abuse,No,New York,982,Beatrice Frappier,2000
BO880765,2,Vandalism,Yes,Boston,976,Tyler Stringer,2001
BO869445,2,Vandalism,Yes,Boston,976,Tyler Stringer,2002
BO121973,3,Homicide,No,Boston,287,Kathy Fry,2002
BO519109,5,Assault,No,Boston,264,Tamica Striegel,2003
CH639475,1,Larceny,No,Chicago,639,Joshua Compton,2000
CH583218,3,Homicide,No,Chicago,739,Donald Olsen,2004
NY781732,5,Assault,No,New York,982,Beatrice Frappier,2004
SF922423,1,Larceny,Yes,San Francisco,848,Joseph Costello,2000
CH466349,5,Assault,No,Chicago,169,Georgia Jones,2000
BO890792,3,Homicide,No,Boston,820,Steven Hardeman,2000
SF799231,1,Larceny,No,San Francisco,130,David Graham,2001
CH872621,5,Assault,No,Chicago,783,Peter Palmieri,2000
CH803327,5,Assault,Yes,Chicago,515,Beverly Taylor,2003
BO947892,2,Vandalism,Yes,Boston,827,Timothy Iverson,2002
NY609010,1,Larceny,Yes,New York,597,Nancy Smith,2002
NY987264,1,Larceny,No,New York,982,Beatrice Frappier,2001
SF284632,1,Larceny,No,San Francisco,140,Charles Ortega,2002
BO503342,5,Assault,Yes,Boston,799,Jennie Hampton,2001
NY800907,5,Assault,No,New York,648,Julian Gibson,2003
BO718262,1,Larceny,Yes,Boston,287,Kathy Fry,2002
NY147824,1,Larceny,Yes,New York,597,Nancy Smith,2001
NY592655,2,Vandalism,No,New York,628,Valerie Eskew,2002
BO949148,2,Vandalism,No,Boston,976,Tyler Stringer,2001
BO398409,4,Drug abuse,Yes,Boston,117,Alyssa Haycraft,2000
NY149271,2,Vandalism,Yes,New York,597,Nancy Smith,2003
BO250528,4,Drug abuse,Yes,Boston,287,Kathy Fry,2000
NY484883,2,Vandalism,Yes,New York,628,Valerie Eskew,2002
BO629379,3,Homicide,Yes,Boston,820,Steven Hardeman,2004
CH945776,3,Homicide,No,Chicago,783,Peter Palmieri,2002
NY852779,5,Assault,No,New York,597,Nancy Smith,2000
BO887074,5,Assault,No,Boston,820,Steven Hardeman,2002
NY512981,1,Larceny,Yes,New York,641,Gregory Kocher,2000
SF499077,3,Homicide,No,San Francisco,216,Charles Pitts,2001
NY302457,1,Larceny,Yes,New York,641,Gregory Kocher,2001
NY899094,5,Assault,No,New York,105,Mitzi Fowler,2003
CH943303,3,Homicide,No,Chicago,783,Peter Palmieri,2000
BO955983,3,Homicide,No,Boston,827,Timothy Iverson,2000
CH203433,2,Vandalism,No,Chicago,739,Donald Olsen,2002
NY229057,2,Vandalism,No,New York,648,Julian Gibson,2004
SF931957,4,Drug abuse,Yes,San Francisco,891,Edward Denton,2002
CH316958,2,Vandalism,Yes,Chicago,443,Mildred Shuey,2004
SF652834,1,Larceny,Yes,San Francisco,291,Roy Romero,2004
BO859470,2,Vandalism,Yes,Boston,976,Tyler Stringer,2001
BO663400,2,Vandalism,Yes,Boston,799,Jennie Hampton,2000
NY128516,1,Larceny,No,New York,597,Nancy Smith,2001
NY814599,2,Vandalism,No,New York,648,Julian Gibson,2003
CH373349,3,Homicide,Yes,Chicago,739,Donald Olsen,2000
BO347696,3,Homicide,No,Boston,976,Tyler Stringer,2002
SF760687,3,Homicide,Yes,San Francisco,167,Adele Peters,2003
BO120305,1,Larceny,No,Boston,414,Ronald Bryant,2004
CH263839,2,Vandalism,Yes,Chicago,783,Peter Palmieri,2004
CH396843,3,Homicide,No,Chicago,169,Georgia Jones,2001
SF899231,2,Vandalism,Yes,San Francisco,216,Charles Pitts,2001
BO551112,1,Larceny,No,Boston,414,Ronald Bryant,2001
SF152962,5,Assault,No,San Francisco,130,David Graham,2001
BO628079,1,Larceny,Yes,Boston,117,Alyssa Haycraft,2001
NY745998,2,Vandalism,Yes,New York,105,Mitzi Fowler,2000
NY595064,1,Larceny,No,New York,628,Valerie Eskew,2000
BO299487,5,Assault,No,Boston,414,Ronald Bryant,2002
SF643360,2,Vandalism,No,San Francisco,848,Joseph Costello,2002
NY476422,2,Vandalism,No,New York,105,Mitzi Fowler,2000
CH486178,1,Larceny,Yes,Chicago,646,John Ledue,2003
NY862973,2,Vandalism,Yes,New York,255,Rogelio Fett,2003
SF282538,3,Homicide,No,San Francisco,216,Charles Pitts,2002
SF879202,1,Larceny,Yes,San Francisco,848,Joseph Costello,2001
NY742689,4,Drug abuse,No,New York,641,Gregory Kocher,2001
SF558760,1,Larceny,No,San Francisco,891,Edward Denton,2000
SF778912,1,Larceny,No,San Francisco,291,Roy Romero,2003
CH459632,3,Homicide,No,Chicago,739,Donald Olsen,2001
SF691825,1,Larceny,Yes,San Francisco,447,Sherell Reine,2001
SF416175,4,Drug abuse,No,San Francisco,216,Charles Pitts,2002
SF566407,2,Vandalism,No,San Francisco,891,Edward Denton,2004
NY464397,2,Vandalism,Yes,New York,648,Julian Gibson,2000
SF318964,3,Homicide,Yes,San Francisco,140,Charles Ortega,2004
CH511228,4,Drug abuse,No,Chicago,169,Georgia Jones,2003
CH800510,3,Homicide,Yes,Chicago,639,Joshua Compton,2004
SF804443,2,Vandalism,Yes,San Francisco,291,Roy Romero,2002
CH421188,3,Homicide,No,Chicago,515,Beverly Taylor,2003
SF428010,1,Larceny,Yes,San Francisco,140,Charles Ortega,2004
CH825581,3,Homicide,No,Chicago,639,Joshua Compton,2002
SF391614,1,Larceny,Yes,San Francisco,447,Sherell Reine,2004
NY689988,4,Drug abuse,No,New York,641,Gregory Kocher,2003
SF815645,3,Homicide,Yes,San Francisco,891,Edward Denton,2001
NY687592,1,Larceny,No,New York,982,Beatrice Frappier,2004
CH165071,5,Assault,No,Chicago,739,Donald Olsen,2004
BO266030,1,Larceny,No,Boston,414,Ronald Bryant,2004
SF696001,1,Larceny,No,San Francisco,167,Adele Peters,2003
NY464650,2,Vandalism,No,New York,105,Mitzi Fowler,2003
SF918364,1,Larceny,Yes,San Francisco,130,David Graham,2004
NY136828,2,Vandalism,No,New York,255,Rogelio Fett,2000
BO977291,3,Homicide,Yes,Boston,117,Alyssa Haycraft,2002
CH421303,1,Larceny,Yes,Chicago,739,Donald Olsen,2003
BO471994,2,Vandalism,No,Boston,264,Tamica Striegel,2003
CH493970,5,Assault,Yes,Chicago,298,Barry Goetz,2004
BO675610,5,Assault,Yes,Boston,117,Alyssa Haycraft,2003
BO955983,5,Assault,Yes,Boston,287,Kathy Fry,2002
CH442026,3,Homicide,Yes,Chicago,639,Joshua Compton,2000
SF313924,4,Drug abuse,No,San Francisco,216,Charles Pitts,2003
SF117151,1,Larceny,Yes,San Francisco,167,Adele Peters,2004
CH158652,5,Assault,Yes,Chicago,639,Joshua Compton,2000
NY302457,4,Drug abuse,Yes,New York,628,Valerie Eskew,2002
BO299088,5,Assault,No,Boston,414,Ronald Bryant,2000
SF507759,1,Larceny,No,San Francisco,216,Charles Pitts,2000
CH708834,2,Vandalism,No,Chicago,515,Beverly Taylor,2002
CH866710,4,Drug abuse,Yes,Chicago,169,Georgia Jones,2002
BO939834,5,Assault,No,Boston,976,Tyler Stringer,2004
NY108592,5,Assault,No,New York,641,Gregory Kocher,2000
SF644275,1,Larceny,Yes,San Francisco,848,Joseph Costello,2001
BO950687,2,Vandalism,No,Boston,820,Steven Hardeman,2002
NY623462,1,Larceny,Yes,New York,982,Beatrice Frappier,2002
NY958806,2,Vandalism,Yes,New York,313,Kenneth Nance,2000
CH688668,3,Homicide,Yes,Chicago,169,Georgia Jones,2004
BO227520,2,Vandalism,Yes,Boston,264,Tamica Striegel,2004
NY887835,4,Drug abuse,No,New York,105,Mitzi Fowler,2003
BO226191,5,Assault,Yes,Boston,287,Kathy Fry,2000
NY339339,3,Homicide,Yes,New York,105,Mitzi Fowler,2000
BO175606,2,Vandalism,Yes,Boston,264,Tamica Striegel,2003
BO639568,2,Vandalism,Yes,Boston,820,Steven Hardeman,2000
SF442853,1,Larceny,No,San Francisco,140,Charles Ortega,2002
BO143333,5,Assault,Yes,Boston,827,Timothy Iverson,2000
SF781146,5,Assault,No,San Francisco,291,Roy Romero,2003
BO609335,4,Drug abuse,No,Boston,820,Steven Hardeman,2003
SF109124,1,Larceny,Yes,San Francisco,447,Sherell Reine,2001
NY750103,3,Homicide,No,New York,641,Gregory Kocher,2003
SF355245,5,Assault,No,San Francisco,291,Roy Romero,2000
SF549461,5,Assault,Yes,San Francisco,891,Edward Denton,2002
NY938861,4,Drug abuse,Yes,New York,982,Beatrice Frappier,2003
SF313924,2,Vandalism,No,San Francisco,130,David Graham,2003
CH727389,5,Assault,No,Chicago,515,Beverly Taylor,2004
BO101965,2,Vandalism,Yes,Boston,287,Kathy Fry,2001
BO593698,3,Homicide,Yes,Boston,799,Jennie Hampton,2000
CH393638,1,Larceny,No,Chicago,739,Donald Olsen,2001
NY105901,2,Vandalism,No,New York,255,Rogelio Fett,2000
NY270122,2,Vandalism,No,New York,641,Gregory Kocher,2000
CH516846,2,Vandalism,No,Chicago,739,Donald Olsen,2003
BO457214,2,Vandalism,Yes,Boston,287,Kathy Fry,2004
BO215116,3,Homicide,Yes,Boston,264,Tamica Striegel,2003
NY704441,5,Assault,No,New York,648,Julian Gibson,2004
BO512748,1,Larceny,Yes,Boston,287,Kathy Fry,2002
SF476652,5,Assault,Yes,San Francisco,291,Roy Romero,2004
NY639305,2,Vandalism,Yes,New York,648,Julian Gibson,2002
NY940270,1,Larceny,Yes,New York,648,Julian Gibson,2004
CH286262,3,Homicide,No,Chicago,639,Joshua Compton,2004
NY972276,2,Vandalism,No,New York,648,Julian Gibson,2002
SF419040,1,Larceny,No,San Francisco,291,Roy Romero,2004
CH631485,1,Larceny,No,Chicago,515,Beverly Taylor,2004
BO285268,5,Assault,Yes,Boston,976,Tyler Stringer,2003
BO158059,2,Vandalism,Yes,Boston,799,Jennie Hampton,2000
CH417183,1,Larceny,Yes,Chicago,169,Georgia Jones,2000
BO368478,4,Drug abuse,Yes,Boston,414,Ronald Bryant,2003
CH435889,1,Larceny,No,Chicago,169,Georgia Jones,2002
NY837725,2,Vandalism,Yes,New York,641,Gregory Kocher,2003
NY961655,2,Vandalism,No,New York,313,Kenneth Nance,2000
BO546376,4,Drug abuse,Yes,Boston,287,Kathy Fry,2001
SF308312,1,Larceny,Yes,San Francisco,891,Edward Denton,2004
NY727983,2,Vandalism,No,New York,628,Valerie Eskew,2003
SF802059,2,Vandalism,No,San Francisco,447,Sherell Reine,2004
SF303474,1,Larceny,No,San Francisco,447,Sherell Reine,2001
BO990426,5,Assault,No,Boston,287,Kathy Fry,2003
BO893093,2,Vandalism,Yes,Boston,820,Steven Hardeman,2002
SF300319,5,Assault,Yes,San Francisco,216,Charles Pitts,2001
BO553539,2,Vandalism,No,Boston,117,Alyssa Haycraft,2002
SF567007,4,Drug abuse,No,San Francisco,291,Roy Romero,2003
BO240418,1,Larceny,Yes,Boston,820,Steven Hardeman,2001
BO351034,1,Larceny,Yes,Boston,799,Jennie Hampton,2002
NY601598,2,Vandalism,Yes,New York,105,Mitzi Fowler,2004
NY581218,2,Vandalism,Yes,New York,105,Mitzi Fowler,2004
SF276551,1,Larceny,No,San Francisco,291,Roy Romero,2000
SF677385,4,Drug abuse,No,San Francisco,447,Sherell Reine,2001
NY249579,1,Larceny,Yes,New York,641,Gregory Kocher,2003
NY354019,1,Larceny,No,New York,313,Kenneth Nance,2003
BO727145,1,Larceny,Yes,Boston,117,Alyssa Haycraft,2003
BO408990,5,Assault,Yes,Boston,799,Jennie Hampton,2003
SF575315,5,Assault,No,San Francisco,140,Charles Ortega,2003
BO126357,1,Larceny,No,Boston,264,Tamica Striegel,2003
NY229473,5,Assault,No,New York,982,Beatrice Frappier,2000
SF914310,1,Larceny,No,San Francisco,891,Edward Denton,2003
SF301165,5,Assault,Yes,San Francisco,167,Adele Peters,2001
BO287968,3,Homicide,No,Boston,264,Tamica Striegel,2001
NY639305,4,Drug abuse,No,New York,982,Beatrice Frappier,2002
CH693381,3,Homicide,Yes,Chicago,443,Mildred Shuey,2000
SF686139,1,Larceny,No,San Francisco,291,Roy Romero,2000
CH547708,3,Homicide,Yes,Chicago,639,Joshua Compton,2000
NY578337,1,Larceny,No,New York,313,Kenneth Nance,2004
CH341767,4,Drug abuse,No,Chicago,298,Barry Goetz,2001
CH534870,2,Vandalism,Yes,Chicago,169,Georgia Jones,2003
SF618109,2,Vandalism,No,San Francisco,167,Adele Peters,2000
SF777971,1,Larceny,No,San Francisco,447,Sherell Reine,2004
SF785202,3,Homicide,No,San Francisco,167,Adele Peters,2003
CH681437,5,Assault,Yes,Chicago,443,Mildred Shuey,2002
BO564496,5,Assault,No,Boston,820,Steven Hardeman,2000
BO474076,3,Homicide,Yes,Boston,827,Timothy Iverson,2001
SF880877,1,Larceny,No,San Francisco,848,Joseph Costello,2001
SF831012,4,Drug abuse,No,San Francisco,848,Joseph Costello,2004
NY945972,1,Larceny,No,New York,648,Julian Gibson,2000
SF816127,2,Vandalism,No,San Francisco,130,David Graham,2000
BO240535,5,Assault,Yes,Boston,799,Jennie Hampton,2001
NY245439,1,Larceny,Yes,New York,255,Rogelio Fett,2000
CH351374,3,Homicide,Yes,Chicago,783,Peter Palmieri,2001
BO285135,2,Vandalism,No,Boston,414,Ronald Bryant,2004
BO738192,5,Assault,Yes,Boston,976,Tyler Stringer,2002
CH152905,3,Homicide,Yes,Chicago,646,John Ledue,2004
SF549461,1,Larceny,No,San Francisco,447,Sherell Reine,2002
BO528421,5,Assault,No,Boston,117,Alyssa Haycraft,2001
CH165233,4,Drug abuse,Yes,Chicago,169,Georgia Jones,2002
SF725950,1,Larceny,Yes,San Francisco,130,David Graham,2002
CH462063,3,Homicide,No,Chicago,515,Beverly Taylor,2004
NY180391,1,Larceny,No,New York,105,Mitzi Fowler,2004
CH644132,2,Vandalism,Yes,Chicago,298,Barry Goetz,2001
SF159607,1,Larceny,No,San Francisco,216,Charles Pitts,2000
BO676482,1,Larceny,No,Boston,414,Ronald Bryant,2002
NY828795,2,Vandalism,Yes,New York,982,Beatrice Frappier,2002
SF558908,5,Assault,Yes,San Francisco,447,Sherell Reine,2002
CH741513,3,Homicide,No,Chicago,515,Beverly Taylor,2004
NY832993,4,Drug abuse,Yes,New York,982,Beatrice Frappier,2003
BO478254,2,Vandalism,Yes,Boston,264,Tamica Striegel,2001
BO716713,5,Assault,No,Boston,976,Tyler Stringer,2004
CH622432,3,Homicide,No,Chicago,646,John Ledue,2000
SF278510,1,Larceny,No,San Francisco,291,Roy Romero,2000
BO615370,1,Larceny,Yes,Boston,820,Steven Hardeman,2003
CH979725,3,Homicide,Yes,Chicago,298,Barry Goetz,2004
NY966068,1,Larceny,Yes,New York,641,Gregory Kocher,2004
SF139762,3,Homicide,Yes,San Francisco,891,Edward Denton,2004
BO297776,3,Homicide,Yes,Boston,799,Jennie Hampton,2004
SF499077,5,Assault,Yes,San Francisco,291,Roy Romero,2002
SF205814,2,Vandalism,Yes,San Francisco,140,Charles Ortega,2004
CH891380,3,Homicide,Yes,Chicago,443,Mildred Shuey,2001
BO674051,1,Larceny,Yes,Boston,799,Jennie Hampton,2004
BO945153,5,Assault,No,Boston,414,Ronald Bryant,2001
NY921278,4,Drug abuse,No,New York,313,Kenneth Nance,2001
NY248673,2,Vandalism,Yes,New York,255,Rogelio Fett,2002
CH699152,3,Homicide,No,Chicago,515,Beverly Taylor,2002
NY564129,1,Larceny,No,New York,105,Mitzi Fowler,2002
NY749749,2,Vandalism,No,New York,982,Beatrice Frappier,2000
CH351959,5,Assault,Yes,Chicago,739,Donald Olsen,2004
SF939135,4,Drug abuse,Yes,San Francisco,140,Charles Ortega,2000
CH804017,5,Assault,No,Chicago,298,Barry Goetz,2003
NY685951,3,Homicide,No,New York,982,Beatrice Frappier,2003
CH196679,3,Homicide,No,Chicago,298,Barry Goetz,2001
CH252267,2,Vandalism,No,Chicago,515,Beverly Taylor,2002
SF407516,1,Larceny,Yes,San Francisco,291,Roy Romero,2002
BO962594,3,Homicide,No,Boston,827,Timothy Iverson,2001
NY585830,4,Drug abuse,No,New York,628,Valerie Eskew,2003
SF455969,4,Drug abuse,Yes,San Francisco,891,Edward Denton,2002
CH929498,4,Drug abuse,No,Chicago,646,John Ledue,2002
SF795232,1,Larceny,No,San Francisco,891,Edward Denton,2002
NY131738,4,Drug abuse,No,New York,313,Kenneth Nance,2003
SF375097,4,Drug abuse,No,San Francisco,140,Charles Ortega,2004
SF282538,1,Larceny,Yes,San Francisco,167,Adele Peters,2000
BO442537,1,Larceny,Yes,Boston,117,Alyssa Haycraft,2000
BO591697,1,Larceny,No,Boston,827,Timothy Iverson,2000
BO812787,2,Vandalism,Yes,Boston,287,Kathy Fry,2000
CH196243,2,Vandalism,No,Chicago,169,Georgia Jones,2003
NY429226,2,Vandalism,Yes,New York,628,Valerie Eskew,2003
NY717616,2,Vandalism,Yes,New York,597,Nancy Smith,2002
CH811432,1,Larceny,No,Chicago,739,Donald Olsen,2004
NY630726,1,Larceny,No,New York,597,Nancy Smith,2002
NY121782,4,Drug abuse,No,New York,255,Rogelio Fett,2003
SF337832,2,Vandalism,Yes,San Francisco,130,David Graham,2003
NY585830,2,Vandalism,Yes,New York,105,Mitzi Fowler,2000
SF401174,1,Larceny,Yes,San Francisco,891,Edward Denton,2000
CH909827,3,Homicide,No,Chicago,739,Donald Olsen,2001
BO904360,2,Vandalism,Yes,Boston,827,Timothy Iverson,2003
BO720575,2,Vandalism,No,Boston,820,Steven Hardeman,2000
NY902563,5,Assault,No,New York,313,Kenneth Nance,2003
SF930862,3,Homicide,Yes,San Francisco,216,Charles Pitts,2001
CH837100,5,Assault,Yes,Chicago,298,Barry Goetz,2000
SF532819,1,Larceny,No,San Francisco,291,Roy Romero,2004
CH501178,3,Homicide,Yes,Chicago,298,Barry Goetz,2001
CH207009,2,Vandalism,No,Chicago,639,Joshua Compton,2000
NY455960,2,Vandalism,Yes,New York,597,Nancy Smith,2002
BO563841,1,Larceny,Yes,Boston,117,Alyssa Haycraft,2000
BO110993,3,Homicide,Yes,Boston,976,Tyler Stringer,2000
BO685484,3,Homicide,No,Boston,287,Kathy Fry,2002
SF142238,4,Drug abuse,No,San Francisco,447,Sherell Reine,2002
SF129458,1,Larceny,Yes,San Francisco,848,Joseph Costello,2000
NY464742,2,Vandalism,Yes,New York,105,Mitzi Fowler,2004
SF205814,1,Larceny,No,San Francisco,291,Roy Romero,2003
SF606316,4,Drug abuse,No,San Francisco,291,Roy Romero,2002
BO380225,2,Vandalism,Yes,Boston,117,Alyssa Haycraft,2003
BO198087,2,Vandalism,No,Boston,799,Jennie Hampton,2001
CH604930,4,Drug abuse,Yes,Chicago,515,Beverly Taylor,2001
SF604065,4,Drug abuse,Yes,San Francisco,291,Roy Romero,2000
NY133587,1,Larceny,No,New York,255,Rogelio Fett,2001
CH922111,2,Vandalism,No,Chicago,646,John Ledue,2001
CH971417,5,Assault,No,Chicago,443,Mildred Shuey,2001
NY439210,2,Vandalism,No,New York,255,Rogelio Fett,2000
CH427959,4,Drug abuse,No,Chicago,646,John Ledue,2001
SF327346,1,Larceny,No,San Francisco,848,Joseph Costello,2003
NY640165,5,Assault,No,New York,982,Beatrice Frappier,2000
SF883570,2,Vandalism,Yes,San Francisco,447,Sherell Reine,2000
BO319358,1,Larceny,Yes,Boston,264,Tamica Striegel,2002
BO728111,5,Assault,No,Boston,827,Timothy Iverson,2000
NY933322,5,Assault,No,New York,255,Rogelio Fett,2002
NY943018,4,Drug abuse,No,New York,628,Valerie Eskew,2004
SF275349,5,Assault,No,San Francisco,848,Joseph Costello,2001
BO880354,2,Vandalism,Yes,Boston,827,Timothy Iverson,2000
SF558908,1,Larceny,No,San Francisco,291,Roy Romero,2000
NY750241,2,Vandalism,Yes,New York,648,Julian Gibson,2004
SF802591,1,Larceny,Yes,San Francisco,140,Charles Ortega,2003
BO501805,2,Vandalism,Yes,Boston,976,Tyler Stringer,2002
CH754881,1,Larceny,No,Chicago,515,Beverly Taylor,2001
SF895775,1,Larceny,No,San Francisco,447,Sherell Reine,2002
CH754881,2,Vandalism,Yes,Chicago,783,Peter Palmieri,2001
SF693405,3,Homicide,Yes,San Francisco,891,Edward Denton,2000
NY181712,2,Vandalism,No,New York,255,Rogelio Fett,2004
BO662040,2,Vandalism,Yes,Boston,827,Timothy Iverson,2002
NY372821,3,Homicide,Yes,New York,255,Rogelio Fett,2003
CH249316,3,Homicide,Yes,Chicago,639,Joshua Compton,2003
SF961904,1,Larceny,No,San Francisco,167,Adele Peters,2001
NY199159,2,Vandalism,No,New York,313,Kenneth Nance,2001
SF496715,4,Drug abuse,No,San Francisco,140,Charles Ortega,2003
NY418947,4,Drug abuse,Yes,New York,628,Valerie Eskew,2002
NY342564,3,Homicide,Yes,New York,105,Mitzi Fowler,2004
CH324826,3,Homicide,No,Chicago,783,Peter Palmieri,2003
BO767391,5,Assault,No,Boston,827,Timothy Iverson,2002
NY570263,1,Larceny,No,New York,597,Nancy Smith,2004
BO806500,1,Larceny,Yes,Boston,827,Timothy Iverson,2002
CH621134,3,Homicide,No,Chicago,783,Peter Palmieri,2004
CH968313,2,Vandalism,No,Chicago,639,Joshua Compton,2003
SF998123,1,Larceny,Yes,San Francisco,167,Adele Peters,2000
CH780617,3,Homicide,Yes,Chicago,443,Mildred Shuey,2003
SF143601,2,Vandalism,No,San Francisco,130,David Graham,2002
NY344591,2,Vandalism,No,New York,982,Beatrice Frappier,2000
SF625565,2,Vandalism,No,San Francisco,848,Joseph Costello,2003
BO637702,3,Homicide,Yes,Boston,799,Jennie Hampton,2002
NY630409,4,Drug abuse,No,New York,648,Julian Gibson,2003
CH189468,3,Homicide,No,Chicago,443,Mildred Shuey,2000
SF959250,1,Larceny,Yes,San Francisco,216,Charles Pitts,2000
BO262275,2,Vandalism,Yes,Boston,827,Timothy Iverson,2004
SF373055,2,Vandalism,No,San Francisco,848,Joseph Costello,2002
NY524003,2,Vandalism,No,New York,628,Valerie Eskew,2003
CH881789,5,Assault,Yes,Chicago,298,Barry Goetz,2004
CH773656,3,Homicide,Yes,Chicago,783,Peter Palmieri,2001
BO629352,5,Assault,No,Boston,117,Alyssa Haycraft,2001
CH560829,3,Homicide,Yes,Chicago,169,Georgia Jones,2002
SF459110,1,Larceny,Yes,San Francisco,291,Roy Romero,2003
NY422937,5,Assault,No,New York,105,Mitzi Fowler,2000
CH174374,2,Vandalism,No,Chicago,646,John Ledue,2003
SF211151,1,Larceny,Yes,San Francisco,130,David Graham,2003
NY852937,1,Larceny,Yes,New York,597,Nancy Smith,2004
BO627507,2,Vandalism,Yes,Boston,827,Timothy Iverson,2004
CH655195,2,Vandalism,No,Chicago,169,Georgia Jones,2002
CH893397,5,Assault,No,Chicago,298,Barry Goetz,2003
CH528787,3,Homicide,No,Chicago,515,Beverly Taylor,2004
BO130653,4,Drug abuse,No,Boston,799,Jennie Hampton,2003
BO595514,3,Homicide,No,Boston,287,Kathy Fry,2004
BO759329,5,Assault,No,Boston,799,Jennie Hampton,2001
CH491490,1,Larceny,Yes,Chicago,783,Peter Palmieri,2002
BO380072,1,Larceny,Yes,Boston,827,Timothy Iverson,2002
SF854457,2,Vandalism,No,San Francisco,447,Sherell Reine,2002
NY460708,4,Drug abuse,No,New York,641,Gregory Kocher,2003
SF454954,1,Larceny,Yes,San Francisco,891,Edward Denton,2004
NY102921,2,Vandalism,No,New York,648,Julian Gibson,2003
CH187153,2,Vandalism,Yes,Chicago,443,Mildred Shuey,2002
NY722887,2,Vandalism,No,New York,105,Mitzi Fowler,2001
CH569784,3,Homicide,Yes,Chicago,443,Mildred Shuey,2000
SF883862,2,Vandalism,Yes,San Francisco,167,Adele Peters,2001
BO898932,3,Homicide,Yes,Boston,827,Timothy Iverson,2000
BO473719,3,Homicide,Yes,Boston,414,Ronald Bryant,2001
BO475957,1,Larceny,Yes,Boston,827,Timothy Iverson,2002
SF378283,1,Larceny,Yes,San Francisco,447,Sherell Reine,2002
NY324364,4,Drug abuse,Yes,New York,597,Nancy Smith,2000
NY466332,2,Vandalism,Yes,New York,597,Nancy Smith,2004
SF143601,1,Larceny,Yes,San Francisco,891,Edward Denton,2001
BO748373,2,Vandalism,No,Boston,414,Ronald Bryant,2000
NY239437,3,Homicide,Yes,New York,648,Julian Gibson,2003
CH834252,3,Homicide,Yes,Chicago,783,Peter Palmieri,2004
BO803768,2,Vandalism,No,Boston,414,Ronald Bryant,2000
CH552292,3,Homicide,Yes,Chicago,783,Peter Palmieri,2002
CH125962,1,Larceny,Yes,Chicago,639,Joshua Compton,2000
NY923494,2,Vandalism,No,New York,105,Mitzi Fowler,2002
CH106792,2,Vandalism,No,Chicago,298,Barry Goetz,2000
BO449386,5,Assault,Yes,Boston,827,Timothy Iverson,2001
NY568670,1,Larceny,No,New York,648,Julian Gibson,2000
SF359813,2,Vandalism,No,San Francisco,291,Roy Romero,2000
BO160565,1,Larceny,No,Boston,117,Alyssa Haycraft,2000
BO816358,4,Drug abuse,Yes,Boston,976,Tyler Stringer,2003
BO859470,2,Vandalism,No,Boston,117,Alyssa Haycraft,2003
CH458179,5,Assault,No,Chicago,443,Mildred Shuey,2001
NY392390,5,Assault,No,New York,982,Beatrice Frappier,2003
SF618109,3,Homicide,No,San Francisco,130,David Graham,2001
SF497128,3,Homicide,Yes,San Francisco,291,Roy Romero,2004
SF752633,1,Larceny,No,San Francisco,447,Sherell Reine,2002
SF322826,1,Larceny,Yes,San Francisco,447,Sherell Reine,2002
BO455137,2,Vandalism,No,Boston,799,Jennie Hampton,2000
BO710927,2,Vandalism,Yes,Boston,827,Timothy Iverson,2002
SF657989,2,Vandalism,Yes,San Francisco,140,Charles Ortega,2003
SF512995,1,Larceny,Yes,San Francisco,447,Sherell Reine,2004
CH942826,5,Assault,No,Chicago,783,Peter Palmieri,2002
NY843839,2,Vandalism,No,New York,641,Gregory Kocher,2004
CH222647,5,Assault,No,Chicago,443,Mildred Shuey,2001
CH191791,3,Homicide,No,Chicago,443,Mildred Shuey,2000
SF592173,1,Larceny,No,San Francisco,848,Joseph Costello,2000
SF815982,5,Assault,No,San Francisco,848,Joseph Costello,2000
SF177419,1,Larceny,No,San Francisco,291,Roy Romero,2000
NY212925,2,Vandalism,Yes,New York,313,Kenneth Nance,2002
NY499565,1,Larceny,No,New York,628,Valerie Eskew,2001
CH112351,4,Drug abuse,No,Chicago,739,Donald Olsen,2003
NY386217,4,Drug abuse,Yes,New York,628,Valerie Eskew,2004
CH624173,1,Larceny,Yes,Chicago,783,Peter Palmieri,2004
BO657306,5,Assault,No,Boston,264,Tamica Striegel,2002
CH100098,1,Larceny,No,Chicago,646,John Ledue,2004
BO996466,3,Homicide,Yes,Boston,414,Ronald Bryant,2004
CH294520,3,Homicide,Yes,Chicago,783,Peter Palmieri,2000
BO986555,4,Drug abuse,Yes,Boston,117,Alyssa Haycraft,2001
NY987264,5,Assault,Yes,New York,982,Beatrice Frappier,2003
NY118985,2,Vandalism,Yes,New York,628,Valerie Eskew,2000
NY464742,4,Drug abuse,Yes,New York,313,Kenneth Nance,2001
CH987536,4,Drug abuse,No,Chicago,739,Donald Olsen,2003
CH439539,3,Homicide,Yes,Chicago,639,Joshua Compton,2001
CH461470,3,Homicide,Yes,Chicago,739,Donald Olsen,2001
CH187153,3,Homicide,Yes,Chicago,169,Georgia Jones,2003
NY891538,2,Vandalism,No,New York,255,Rogelio Fett,2001
BO241984,2,Vandalism,Yes,Boston,827,Timothy Iverson,2002
BO329535,3,Homicide,No,Boston,820,Steven Hardeman,2000
CH441936,3,Homicide,Yes,Chicago,646,John Ledue,2004
