Case_Number,Offense_Code,Offense_Type,Arrest,Location,Officer_id,Officer_Name,Date
SF535264,5,Assault,Yes,San Francisco,216,Charles Pitts,2004
SF718858,5,Assault,No,San Francisco,291,Roy Romero,2003
SF353050,5,Assault,No,San Francisco,216,Charles Pitts,2004
SF662182,3,Homicide,No,San Francisco,891,Edward Denton,2004
SF514275,1,Larceny,Yes,San Francisco,891,Edward Denton,2004
SF326154,4,Drug abuse,No,San Francisco,848,Joseph Costello,2004
SF824336,5,Assault,No,San Francisco,291,Roy Romero,2003
SF829497,1,Larceny,Yes,San Francisco,140,Charles Ortega,2003
SF304475,5,Assault,No,San Francisco,891,Edward Denton,2002
SF221857,2,Vandalism,No,San Francisco,891,Edward Denton,2004
SF898130,1,Larceny,Yes,San Francisco,167,Adele Peters,2003
SF552920,3,Homicide,No,San Francisco,130,David Graham,2001
SF143282,5,Assault,Yes,San Francisco,130,David Graham,2001
SF300319,5,Assault,Yes,San Francisco,216,Charles Pitts,2001
SF214289,1,Larceny,No,San Francisco,130,David Graham,2003
SF817265,1,Larceny,Yes,San Francisco,130,David Graham,2001
SF476652,2,Vandalism,Yes,San Francisco,140,Charles Ortega,2001
SF982074,1,Larceny,No,San Francisco,291,Roy Romero,2002
SF461020,1,Larceny,No,San Francisco,447,Sherell Reine,2001
SF190514,4,Drug abuse,Yes,San Francisco,848,Joseph Costello,2003
SF247137,2,Vandalism,No,San Francisco,447,Sherell Reine,2001
SF176691,1,Larceny,No,San Francisco,291,Roy Romero,2004
SF247137,4,Drug abuse,Yes,San Francisco,216,Charles Pitts,2002
SF820685,2,Vandalism,Yes,San Francisco,848,Joseph Costello,2002
SF959250,4,Drug abuse,No,San Francisco,291,Roy Romero,2000
SF825530,2,Vandalism,Yes,San Francisco,848,Joseph Costello,2002
SF166327,1,Larceny,No,San Francisco,140,Charles Ortega,2002
SF177305,2,Vandalism,No,San Francisco,216,Charles Pitts,2000
SF878798,2,Vandalism,Yes,San Francisco,216,Charles Pitts,2003
SF503050,4,Drug abuse,No,San Francisco,130,David Graham,2004
SF918364,1,Larceny,Yes,San Francisco,130,David Graham,2004
SF276551,1,Larceny,No,San Francisco,291,Roy Romero,2000
SF461730,3,Homicide,No,San Francisco,291,Roy Romero,2004
SF391614,1,Larceny,No,San Francisco,447,Sherell Reine,2003
SF512995,1,Larceny,Yes,San Francisco,848,Joseph Costello,2001
SF869430,1,Larceny,No,San Francisco,891,Edward Denton,2001
SF777971,2,Vandalism,No,San Francisco,848,Joseph Costello,2002
SF860045,1,Larceny,No,San Francisco,848,Joseph Costello,2004
SF302669,4,Drug abuse,Yes,San Francisco,291,Roy Romero,2004
SF320449,3,Homicide,No,San Francisco,848,Joseph Costello,2001
SF464077,1,Larceny,No,San Francisco,140,Charles Ortega,2000
SF304475,1,Larceny,Yes,San Francisco,848,Joseph Costello,2003
SF886667,2,Vandalism,Yes,San Francisco,130,David Graham,2001
SF913982,4,Drug abuse,Yes,San Francisco,167,Adele Peters,2003
SF459110,1,Larceny,Yes,San Francisco,848,Joseph Costello,2002
SF742199,2,Vandalism,No,San Francisco,891,Edward Denton,2003
SF711823,4,Drug abuse,Yes,San Francisco,891,Edward Denton,2002
SF820741,2,Vandalism,Yes,San Francisco,167,Adele Peters,2003
SF879517,4,Drug abuse,No,San Francisco,848,Joseph Costello,2001
SF404344,5,Assault,No,San Francisco,130,David Graham,2002
SF785202,3,Homicide,No,San Francisco,167,Adele Peters,2003
SF318964,3,Homicide,Yes,San Francisco,140,Charles Ortega,2004
SF147349,1,Larceny,No,San Francisco,447,Sherell Reine,2001
SF611215,1,Larceny,Yes,San Francisco,848,Joseph Costello,2001
SF895775,1,Larceny,No,San Francisco,447,Sherell Reine,2002
SF623397,4,Drug abuse,Yes,San Francisco,291,Roy Romero,2001
SF950779,5,Assault,Yes,San Francisco,140,Charles Ortega,2001
SF957846,1,Larceny,Yes,San Francisco,291,Roy Romero,2004
SF205814,2,Vandalism,Yes,San Francisco,140,Charles Ortega,2004
SF973980,1,Larceny,No,San Francisco,130,David Graham,2002
SF795232,1,Larceny,No,San Francisco,891,Edward Denton,2002
SF402670,4,Drug abuse,Yes,San Francisco,167,Adele Peters,2000
SF438748,4,Drug abuse,No,San Francisco,130,David Graham,2003
SF448999,5,Assault,Yes,San Francisco,891,Edward Denton,2003
SF764587,1,Larceny,Yes,San Francisco,447,Sherell Reine,2004
SF238790,1,Larceny,No,San Francisco,891,Edward Denton,2004
SF467650,4,Drug abuse,No,San Francisco,216,Charles Pitts,2000
SF613174,4,Drug abuse,No,San Francisco,891,Edward Denton,2002
SF531578,1,Larceny,No,San Francisco,447,Sherell Reine,2001
SF317413,4,Drug abuse,Yes,San Francisco,447,Sherell Reine,2002
SF288808,1,Larceny,No,San Francisco,140,Charles Ortega,2004
SF342952,5,Assault,No,San Francisco,891,Edward Denton,2001
SF455969,4,Drug abuse,No,San Francisco,291,Roy Romero,2002
SF211151,1,Larceny,Yes,San Francisco,130,David Graham,2003
SF969744,2,Vandalism,Yes,San Francisco,216,Charles Pitts,2003
SF282538,3,Homicide,No,San Francisco,216,Charles Pitts,2002
SF923152,1,Larceny,No,San Francisco,216,Charles Pitts,2003
SF143601,2,Vandalism,No,San Francisco,130,David Graham,2002
SF497128,3,Homicide,Yes,San Francisco,291,Roy Romero,2004
SF281562,1,Larceny,Yes,San Francisco,891,Edward Denton,2002
SF826402,3,Homicide,No,San Francisco,891,Edward Denton,2002
SF940000,2,Vandalism,No,San Francisco,216,Charles Pitts,2001
SF471253,3,Homicide,No,San Francisco,891,Edward Denton,2002
SF469322,3,Homicide,Yes,San Francisco,447,Sherell Reine,2003
SF969744,5,Assault,No,San Francisco,167,Adele Peters,2003
SF802059,2,Vandalism,No,San Francisco,447,Sherell Reine,2004
SF589685,1,Larceny,Yes,San Francisco,140,Charles Ortega,2002
SF415276,4,Drug abuse,Yes,San Francisco,130,David Graham,2004
SF301165,1,Larceny,Yes,San Francisco,140,Charles Ortega,2002
SF205814,1,Larceny,No,San Francisco,291,Roy Romero,2003
SF673050,5,Assault,Yes,San Francisco,447,Sherell Reine,2001
SF879202,1,Larceny,Yes,San Francisco,848,Joseph Costello,2001
SF513339,1,Larceny,No,San Francisco,216,Charles Pitts,2004
SF468942,1,Larceny,Yes,San Francisco,291,Roy Romero,2003
SF691825,1,Larceny,Yes,San Francisco,447,Sherell Reine,2001
SF350270,2,Vandalism,No,San Francisco,891,Edward Denton,2004
SF117151,1,Larceny,Yes,San Francisco,291,Roy Romero,2000
SF221857,1,Larceny,No,San Francisco,130,David Graham,2001
SF656270,1,Larceny,No,San Francisco,291,Roy Romero,2004
SF401696,3,Homicide,Yes,San Francisco,130,David Graham,2002
SF268942,1,Larceny,No,San Francisco,891,Edward Denton,2001
SF259914,1,Larceny,No,San Francisco,130,David Graham,2001
SF357914,3,Homicide,Yes,San Francisco,130,David Graham,2000
SF519117,3,Homicide,Yes,San Francisco,140,Charles Ortega,2004
SF854457,4,Drug abuse,Yes,San Francisco,447,Sherell Reine,2003
SF715237,1,Larceny,No,San Francisco,891,Edward Denton,2002
SF809493,1,Larceny,No,San Francisco,167,Adele Peters,2003
SF287374,2,Vandalism,Yes,San Francisco,891,Edward Denton,2003
SF693405,1,Larceny,Yes,San Francisco,891,Edward Denton,2003
SF430911,2,Vandalism,No,San Francisco,848,Joseph Costello,2002
SF266679,5,Assault,No,San Francisco,848,Joseph Costello,2004
SF198699,1,Larceny,No,San Francisco,891,Edward Denton,2000
SF878691,5,Assault,No,San Francisco,167,Adele Peters,2000
SF742507,2,Vandalism,No,San Francisco,291,Roy Romero,2003
SF499077,4,Drug abuse,Yes,San Francisco,140,Charles Ortega,2001
SF548886,2,Vandalism,Yes,San Francisco,140,Charles Ortega,2004
SF416175,4,Drug abuse,No,San Francisco,216,Charles Pitts,2002
SF804443,2,Vandalism,Yes,San Francisco,291,Roy Romero,2002
SF457643,2,Vandalism,Yes,San Francisco,447,Sherell Reine,2004
SF754836,5,Assault,Yes,San Francisco,291,Roy Romero,2001
SF501654,5,Assault,No,San Francisco,140,Charles Ortega,2001
SF261827,1,Larceny,No,San Francisco,848,Joseph Costello,2004
SF752633,1,Larceny,No,San Francisco,140,Charles Ortega,2003
SF488242,1,Larceny,Yes,San Francisco,140,Charles Ortega,2003
SF783718,1,Larceny,No,San Francisco,140,Charles Ortega,2001
SF746819,2,Vandalism,No,San Francisco,167,Adele Peters,2004
SF419040,1,Larceny,No,San Francisco,291,Roy Romero,2004
SF930862,3,Homicide,Yes,San Francisco,216,Charles Pitts,2001
SF809116,4,Drug abuse,No,San Francisco,291,Roy Romero,2001
SF520720,2,Vandalism,No,San Francisco,848,Joseph Costello,2003
SF878798,2,Vandalism,No,San Francisco,130,David Graham,2001
SF836942,5,Assault,Yes,San Francisco,848,Joseph Costello,2002
SF497371,2,Vandalism,No,San Francisco,891,Edward Denton,2001
SF355503,2,Vandalism,No,San Francisco,216,Charles Pitts,2001
SF653476,1,Larceny,No,San Francisco,167,Adele Peters,2004
SF576736,4,Drug abuse,Yes,San Francisco,140,Charles Ortega,2002
SF899231,2,Vandalism,Yes,San Francisco,140,Charles Ortega,2000
SF693333,5,Assault,No,San Francisco,891,Edward Denton,2000
SF455677,1,Larceny,Yes,San Francisco,291,Roy Romero,2003
SF272323,1,Larceny,Yes,San Francisco,130,David Graham,2000
SF333161,4,Drug abuse,No,San Francisco,447,Sherell Reine,2000
SF595773,2,Vandalism,Yes,San Francisco,216,Charles Pitts,2001
SF895775,1,Larceny,No,San Francisco,216,Charles Pitts,2002
SF913982,2,Vandalism,No,San Francisco,130,David Graham,2002
SF693512,1,Larceny,No,San Francisco,848,Joseph Costello,2004
SF471253,1,Larceny,No,San Francisco,130,David Graham,2001
SF891761,4,Drug abuse,No,San Francisco,130,David Graham,2003
SF838343,5,Assault,Yes,San Francisco,891,Edward Denton,2000
SF440231,5,Assault,Yes,San Francisco,167,Adele Peters,2000
SF350431,4,Drug abuse,No,San Francisco,891,Edward Denton,2001
SF322826,1,Larceny,Yes,San Francisco,447,Sherell Reine,2002
SF302669,4,Drug abuse,No,San Francisco,130,David Graham,2004
SF254529,2,Vandalism,No,San Francisco,291,Roy Romero,2001
SF611215,2,Vandalism,No,San Francisco,216,Charles Pitts,2004
SF278510,1,Larceny,Yes,San Francisco,216,Charles Pitts,2001
SF940000,5,Assault,Yes,San Francisco,447,Sherell Reine,2000
SF385343,1,Larceny,No,San Francisco,891,Edward Denton,2003
SF820904,3,Homicide,Yes,San Francisco,447,Sherell Reine,2002
SF895775,4,Drug abuse,No,San Francisco,140,Charles Ortega,2004
SF736301,4,Drug abuse,Yes,San Francisco,216,Charles Pitts,2004
SF461020,2,Vandalism,Yes,San Francisco,848,Joseph Costello,2002
SF407516,1,Larceny,Yes,San Francisco,291,Roy Romero,2002
SF694134,1,Larceny,Yes,San Francisco,130,David Graham,2004
SF480580,3,Homicide,No,San Francisco,216,Charles Pitts,2003
SF931957,3,Homicide,No,San Francisco,216,Charles Pitts,2001
SF499077,3,Homicide,No,San Francisco,216,Charles Pitts,2001
SF649915,4,Drug abuse,No,San Francisco,167,Adele Peters,2000
SF907618,2,Vandalism,Yes,San Francisco,447,Sherell Reine,2002
SF603726,1,Larceny,Yes,San Francisco,167,Adele Peters,2004
SF355245,1,Larceny,No,San Francisco,891,Edward Denton,2003
SF303474,1,Larceny,No,San Francisco,447,Sherell Reine,2001
SF291729,5,Assault,Yes,San Francisco,167,Adele Peters,2004
SF504672,1,Larceny,No,San Francisco,291,Roy Romero,2004
SF750505,4,Drug abuse,No,San Francisco,291,Roy Romero,2002
SF187354,1,Larceny,No,San Francisco,216,Charles Pitts,2000
SF327346,1,Larceny,No,San Francisco,848,Joseph Costello,2003
SF652198,1,Larceny,No,San Francisco,167,Adele Peters,2003
SF122085,5,Assault,Yes,San Francisco,447,Sherell Reine,2004
SF301907,1,Larceny,No,San Francisco,216,Charles Pitts,2000
SF940000,5,Assault,No,San Francisco,848,Joseph Costello,2001
SF290848,2,Vandalism,Yes,San Francisco,216,Charles Pitts,2002
SF143601,2,Vandalism,Yes,San Francisco,891,Edward Denton,2004
SF970427,2,Vandalism,Yes,San Francisco,130,David Graham,2003
SF576736,2,Vandalism,No,San Francisco,291,Roy Romero,2001
SF468607,4,Drug abuse,Yes,San Francisco,891,Edward Denton,2000
SF931957,4,Drug abuse,Yes,San Francisco,891,Edward Denton,2002
SF686516,5,Assault,Yes,San Francisco,891,Edward Denton,2001
SF622159,4,Drug abuse,No,San Francisco,130,David Graham,2003
SF958965,2,Vandalism,No,San Francisco,130,David Graham,2002
SF750505,4,Drug abuse,Yes,San Francisco,848,Joseph Costello,2003
SF449502,1,Larceny,No,San Francisco,130,David Graham,2002
SF351165,1,Larceny,Yes,San Francisco,167,Adele Peters,2004
SF430911,2,Vandalism,Yes,San Francisco,447,Sherell Reine,2002
SF515263,1,Larceny,No,San Francisco,891,Edward Denton,2000
SF963726,5,Assault,Yes,San Francisco,891,Edward Denton,2004
SF767677,1,Larceny,No,San Francisco,167,Adele Peters,2001
SF831012,1,Larceny,Yes,San Francisco,447,Sherell Reine,2002
SF899231,5,Assault,No,San Francisco,447,Sherell Reine,2002
SF140418,1,Larceny,No,San Francisco,447,Sherell Reine,2002
SF549461,5,Assault,Yes,San Francisco,891,Edward Denton,2002
SF158038,3,Homicide,No,San Francisco,848,Joseph Costello,2003
SF262542,2,Vandalism,No,San Francisco,140,Charles Ortega,2000
SF547372,1,Larceny,No,San Francisco,447,Sherell Reine,2002
SF169670,1,Larceny,No,San Francisco,848,Joseph Costello,2000
SF333161,4,Drug abuse,Yes,San Francisco,291,Roy Romero,2001
SF930862,5,Assault,Yes,San Francisco,130,David Graham,2003
SF143601,5,Assault,Yes,San Francisco,891,Edward Denton,2002
SF809057,2,Vandalism,Yes,San Francisco,891,Edward Denton,2000
SF415276,4,Drug abuse,No,San Francisco,140,Charles Ortega,2002
SF878691,1,Larceny,Yes,San Francisco,291,Roy Romero,2003
SF182115,4,Drug abuse,Yes,San Francisco,130,David Graham,2002
SF471253,1,Larceny,No,San Francisco,140,Charles Ortega,2003
SF596336,4,Drug abuse,No,San Francisco,167,Adele Peters,2000
SF808027,2,Vandalism,No,San Francisco,130,David Graham,2004
SF912392,4,Drug abuse,No,San Francisco,167,Adele Peters,2003
SF213287,4,Drug abuse,No,San Francisco,216,Charles Pitts,2001
SF812036,1,Larceny,Yes,San Francisco,891,Edward Denton,2004
SF710369,1,Larceny,No,San Francisco,447,Sherell Reine,2000
SF493353,1,Larceny,No,San Francisco,891,Edward Denton,2003
SF459707,1,Larceny,No,San Francisco,891,Edward Denton,2002
SF532819,1,Larceny,No,San Francisco,291,Roy Romero,2004
SF804443,1,Larceny,No,San Francisco,891,Edward Denton,2001
SF757980,1,Larceny,No,San Francisco,216,Charles Pitts,2003
SF125746,1,Larceny,No,San Francisco,216,Charles Pitts,2001
SF433016,4,Drug abuse,Yes,San Francisco,130,David Graham,2000
SF695646,1,Larceny,Yes,San Francisco,291,Roy Romero,2002
SF257802,4,Drug abuse,Yes,San Francisco,291,Roy Romero,2000
SF455677,1,Larceny,Yes,San Francisco,140,Charles Ortega,2004
SF910735,4,Drug abuse,Yes,San Francisco,140,Charles Ortega,2002
SF468622,3,Homicide,Yes,San Francisco,447,Sherell Reine,2000
SF884150,4,Drug abuse,Yes,San Francisco,848,Joseph Costello,2004
SF310644,1,Larceny,No,San Francisco,447,Sherell Reine,2000
SF142238,4,Drug abuse,No,San Francisco,447,Sherell Reine,2002
SF711823,5,Assault,Yes,San Francisco,140,Charles Ortega,2001
SF199728,1,Larceny,Yes,San Francisco,167,Adele Peters,2002
SF509071,1,Larceny,Yes,San Francisco,140,Charles Ortega,2001
SF918877,1,Larceny,No,San Francisco,167,Adele Peters,2000
SF629395,1,Larceny,No,San Francisco,891,Edward Denton,2001
SF843712,2,Vandalism,Yes,San Francisco,167,Adele Peters,2002
SF915469,1,Larceny,No,San Francisco,140,Charles Ortega,2002
SF918877,1,Larceny,No,San Francisco,447,Sherell Reine,2002
SF359813,2,Vandalism,No,San Francisco,291,Roy Romero,2000
SF960462,1,Larceny,Yes,San Francisco,130,David Graham,2000
SF869430,2,Vandalism,Yes,San Francisco,891,Edward Denton,2003
SF510283,2,Vandalism,Yes,San Francisco,216,Charles Pitts,2001
SF407430,2,Vandalism,Yes,San Francisco,891,Edward Denton,2002
SF468607,1,Larceny,No,San Francisco,447,Sherell Reine,2001
SF831012,1,Larceny,No,San Francisco,447,Sherell Reine,2004
SF316503,1,Larceny,Yes,San Francisco,291,Roy Romero,2002
SF799231,1,Larceny,No,San Francisco,130,David Graham,2001
SF285718,1,Larceny,Yes,San Francisco,447,Sherell Reine,2003
SF843712,1,Larceny,No,San Francisco,140,Charles Ortega,2001
SF663190,1,Larceny,Yes,San Francisco,891,Edward Denton,2000
SF527948,4,Drug abuse,No,San Francisco,848,Joseph Costello,2004
SF552920,3,Homicide,Yes,San Francisco,291,Roy Romero,2004
SF321937,2,Vandalism,No,San Francisco,291,Roy Romero,2002
SF275349,5,Assault,No,San Francisco,848,Joseph Costello,2001
SF797758,1,Larceny,Yes,San Francisco,140,Charles Ortega,2000
SF238790,1,Larceny,Yes,San Francisco,140,Charles Ortega,2001
SF214289,1,Larceny,Yes,San Francisco,216,Charles Pitts,2001
SF958010,3,Homicide,Yes,San Francisco,140,Charles Ortega,2002
SF885414,1,Larceny,Yes,San Francisco,140,Charles Ortega,2000
SF525691,1,Larceny,No,San Francisco,130,David Graham,2004
SF686167,4,Drug abuse,No,San Francisco,848,Joseph Costello,2001
SF109124,1,Larceny,Yes,San Francisco,447,Sherell Reine,2001
SF840159,5,Assault,No,San Francisco,140,Charles Ortega,2003
SF461020,1,Larceny,Yes,San Francisco,447,Sherell Reine,2004
SF780056,1,Larceny,No,San Francisco,130,David Graham,2003
SF296386,2,Vandalism,No,San Francisco,167,Adele Peters,2001
SF366193,3,Homicide,Yes,San Francisco,216,Charles Pitts,2001
SF626818,2,Vandalism,Yes,San Francisco,848,Joseph Costello,2001
SF633200,1,Larceny,No,San Francisco,848,Joseph Costello,2003
SF448999,2,Vandalism,No,San Francisco,447,Sherell Reine,2002
SF652650,1,Larceny,No,San Francisco,216,Charles Pitts,2004
SF668346,3,Homicide,No,San Francisco,130,David Graham,2003
SF143357,2,Vandalism,No,San Francisco,130,David Graham,2004
SF159607,1,Larceny,No,San Francisco,291,Roy Romero,2002
SF468607,4,Drug abuse,No,San Francisco,140,Charles Ortega,2001
SF190763,5,Assault,Yes,San Francisco,848,Joseph Costello,2000
SF725950,1,Larceny,Yes,San Francisco,140,Charles Ortega,2001
SF378283,1,Larceny,Yes,San Francisco,447,Sherell Reine,2002
SF649915,1,Larceny,No,San Francisco,291,Roy Romero,2003
SF774115,2,Vandalism,Yes,San Francisco,140,Charles Ortega,2002
SF607091,1,Larceny,No,San Francisco,216,Charles Pitts,2003
SF895775,2,Vandalism,No,San Francisco,167,Adele Peters,2004
SF889575,4,Drug abuse,No,San Francisco,891,Edward Denton,2003
SF527948,2,Vandalism,No,San Francisco,291,Roy Romero,2002
SF993941,5,Assault,No,San Francisco,140,Charles Ortega,2003
SF375097,4,Drug abuse,No,San Francisco,140,Charles Ortega,2004
SF176797,1,Larceny,Yes,San Francisco,447,Sherell Reine,2003
SF860237,2,Vandalism,No,San Francisco,130,David Graham,2000
SF177321,1,Larceny,No,San Francisco,216,Charles Pitts,2002
SF255358,5,Assault,No,San Francisco,140,Charles Ortega,2000
SF419040,3,Homicide,No,San Francisco,130,David Graham,2003
SF166327,1,Larceny,Yes,San Francisco,891,Edward Denton,2001
SF888726,4,Drug abuse,No,San Francisco,140,Charles Ortega,2003
SF114681,2,Vandalism,No,San Francisco,291,Roy Romero,2000
SF918364,1,Larceny,Yes,San Francisco,848,Joseph Costello,2004
SF744879,3,Homicide,Yes,San Francisco,130,David Graham,2000
SF566407,2,Vandalism,No,San Francisco,891,Edward Denton,2004
SF576611,1,Larceny,Yes,San Francisco,216,Charles Pitts,2000
SF982612,1,Larceny,Yes,San Francisco,167,Adele Peters,2004
SF834852,1,Larceny,Yes,San Francisco,130,David Graham,2000
SF221344,5,Assault,No,San Francisco,130,David Graham,2004
SF761593,1,Larceny,Yes,San Francisco,167,Adele Peters,2002
SF109124,5,Assault,No,San Francisco,447,Sherell Reine,2003
SF788056,1,Larceny,Yes,San Francisco,291,Roy Romero,2002
SF270637,5,Assault,No,San Francisco,848,Joseph Costello,2002
SF696001,1,Larceny,No,San Francisco,167,Adele Peters,2003
SF122345,1,Larceny,No,San Francisco,291,Roy Romero,2002
SF461167,1,Larceny,No,San Francisco,140,Charles Ortega,2002
SF815077,1,Larceny,Yes,San Francisco,130,David Graham,2001
SF943887,1,Larceny,Yes,San Francisco,848,Joseph Costello,2001
SF637836,5,Assault,No,San Francisco,891,Edward Denton,2002
SF558760,1,Larceny,No,San Francisco,891,Edward Denton,2000
SF489330,5,Assault,No,San Francisco,848,Joseph Costello,2001
SF544167,1,Larceny,No,San Francisco,848,Joseph Costello,2000
SF792333,1,Larceny,No,San Francisco,167,Adele Peters,2004
SF578791,2,Vandalism,Yes,San Francisco,848,Joseph Costello,2004
SF695646,1,Larceny,No,San Francisco,140,Charles Ortega,2000
SF548241,3,Homicide,Yes,San Francisco,291,Roy Romero,2002
SF313924,4,Drug abuse,No,San Francisco,216,Charles Pitts,2003
SF576611,3,Homicide,No,San Francisco,216,Charles Pitts,2004
SF221857,2,Vandalism,Yes,San Francisco,291,Roy Romero,2000
SF207548,1,Larceny,No,San Francisco,291,Roy Romero,2000
SF535282,1,Larceny,Yes,San Francisco,891,Edward Denton,2000
SF547372,1,Larceny,Yes,San Francisco,848,Joseph Costello,2001
SF919287,1,Larceny,No,San Francisco,291,Roy Romero,2003
SF280247,1,Larceny,Yes,San Francisco,130,David Graham,2003
SF880877,1,Larceny,No,San Francisco,291,Roy Romero,2003
SF605650,1,Larceny,No,San Francisco,140,Charles Ortega,2000
SF523656,5,Assault,No,San Francisco,140,Charles Ortega,2001
SF900993,1,Larceny,No,San Francisco,140,Charles Ortega,2000
SF705936,1,Larceny,Yes,San Francisco,140,Charles Ortega,2002
SF219711,2,Vandalism,Yes,San Francisco,130,David Graham,2001
SF276551,1,Larceny,Yes,San Francisco,291,Roy Romero,2003
SF526319,2,Vandalism,No,San Francisco,167,Adele Peters,2004
SF476652,5,Assault,Yes,San Francisco,291,Roy Romero,2004
SF604065,4,Drug abuse,Yes,San Francisco,291,Roy Romero,2000
SF767677,1,Larceny,Yes,San Francisco,216,Charles Pitts,2002
SF391614,1,Larceny,Yes,San Francisco,447,Sherell Reine,2004
SF355245,1,Larceny,No,San Francisco,140,Charles Ortega,2000
SF386929,1,Larceny,Yes,San Francisco,216,Charles Pitts,2004
SF742507,3,Homicide,No,San Francisco,291,Roy Romero,2002
SF755700,3,Homicide,No,San Francisco,167,Adele Peters,2004
SF689660,3,Homicide,Yes,San Francisco,216,Charles Pitts,2003
SF652834,1,Larceny,Yes,San Francisco,291,Roy Romero,2004
SF218017,1,Larceny,Yes,San Francisco,848,Joseph Costello,2004
SF342952,1,Larceny,Yes,San Francisco,291,Roy Romero,2000
SF259914,2,Vandalism,Yes,San Francisco,216,Charles Pitts,2003
SF752633,3,Homicide,No,San Francisco,447,Sherell Reine,2001
SF693405,3,Homicide,Yes,San Francisco,891,Edward Denton,2000
SF920558,1,Larceny,Yes,San Francisco,216,Charles Pitts,2004
SF760687,2,Vandalism,Yes,San Francisco,447,Sherell Reine,2002
SF117151,1,Larceny,Yes,San Francisco,167,Adele Peters,2004
SF446992,2,Vandalism,Yes,San Francisco,130,David Graham,2003
SF385343,4,Drug abuse,Yes,San Francisco,447,Sherell Reine,2000
SF239132,2,Vandalism,Yes,San Francisco,167,Adele Peters,2004
SF825530,2,Vandalism,Yes,San Francisco,891,Edward Denton,2004
SF303474,1,Larceny,Yes,San Francisco,891,Edward Denton,2002
SF797343,4,Drug abuse,Yes,San Francisco,447,Sherell Reine,2001
SF792367,1,Larceny,No,San Francisco,130,David Graham,2002
SF317213,5,Assault,Yes,San Francisco,848,Joseph Costello,2004
SF521408,4,Drug abuse,No,San Francisco,140,Charles Ortega,2000
SF888726,1,Larceny,No,San Francisco,447,Sherell Reine,2003
SF880877,1,Larceny,No,San Francisco,848,Joseph Costello,2001
SF816876,1,Larceny,Yes,San Francisco,167,Adele Peters,2002
SF204860,1,Larceny,Yes,San Francisco,291,Roy Romero,2003
SF825530,1,Larceny,Yes,San Francisco,216,Charles Pitts,2001
SF143357,3,Homicide,Yes,San Francisco,140,Charles Ortega,2003
SF778912,1,Larceny,No,San Francisco,291,Roy Romero,2002
SF549461,1,Larceny,No,San Francisco,447,Sherell Reine,2002
SF884150,3,Homicide,No,San Francisco,130,David Graham,2002
SF348073,2,Vandalism,Yes,San Francisco,891,Edward Denton,2000
SF963343,1,Larceny,Yes,San Francisco,130,David Graham,2002
SF883862,2,Vandalism,Yes,San Francisco,130,David Graham,2001
SF469322,3,Homicide,No,San Francisco,848,Joseph Costello,2000
SF893422,3,Homicide,No,San Francisco,216,Charles Pitts,2001
SF122406,2,Vandalism,Yes,San Francisco,167,Adele Peters,2002
SF430989,5,Assault,No,San Francisco,216,Charles Pitts,2002
SF356189,1,Larceny,Yes,San Francisco,891,Edward Denton,2000
SF769658,3,Homicide,No,San Francisco,130,David Graham,2000
SF826402,1,Larceny,No,San Francisco,140,Charles Ortega,2001
SF199728,1,Larceny,Yes,San Francisco,891,Edward Denton,2000
SF459887,4,Drug abuse,Yes,San Francisco,130,David Graham,2000
SF893422,5,Assault,No,San Francisco,291,Roy Romero,2002
SF885414,1,Larceny,Yes,San Francisco,291,Roy Romero,2003
SF459707,4,Drug abuse,Yes,San Francisco,130,David Graham,2004
SF893422,1,Larceny,Yes,San Francisco,130,David Graham,2001
SF689660,1,Larceny,No,San Francisco,216,Charles Pitts,2002
SF941904,1,Larceny,Yes,San Francisco,130,David Graham,2001
SF108625,4,Drug abuse,No,San Francisco,167,Adele Peters,2001
SF644275,1,Larceny,Yes,San Francisco,848,Joseph Costello,2001
SF903650,4,Drug abuse,Yes,San Francisco,167,Adele Peters,2001
SF884153,5,Assault,Yes,San Francisco,447,Sherell Reine,2000
SF443927,4,Drug abuse,Yes,San Francisco,130,David Graham,2002
SF950779,1,Larceny,Yes,San Francisco,140,Charles Ortega,2002
SF939135,4,Drug abuse,Yes,San Francisco,140,Charles Ortega,2000
SF742199,1,Larceny,No,San Francisco,291,Roy Romero,2003
SF820685,5,Assault,Yes,San Francisco,130,David Graham,2002
SF407516,1,Larceny,Yes,San Francisco,216,Charles Pitts,2003
SF647435,1,Larceny,Yes,San Francisco,447,Sherell Reine,2001
SF143601,1,Larceny,Yes,San Francisco,891,Edward Denton,2001
SF455969,4,Drug abuse,Yes,San Francisco,891,Edward Denton,2002
SF545068,1,Larceny,No,San Francisco,848,Joseph Costello,2001
SF366193,2,Vandalism,No,San Francisco,140,Charles Ortega,2002
SF621879,1,Larceny,Yes,San Francisco,291,Roy Romero,2004
SF767677,1,Larceny,No,San Francisco,848,Joseph Costello,2003
SF567007,4,Drug abuse,No,San Francisco,291,Roy Romero,2003
SF118464,1,Larceny,Yes,San Francisco,291,Roy Romero,2002
SF357914,4,Drug abuse,No,San Francisco,167,Adele Peters,2004
SF797758,1,Larceny,No,San Francisco,848,Joseph Costello,2002
SF783748,1,Larceny,No,San Francisco,140,Charles Ortega,2003
SF756381,3,Homicide,Yes,San Francisco,891,Edward Denton,2003
SF214289,3,Homicide,No,San Francisco,891,Edward Denton,2003
SF657378,1,Larceny,No,San Francisco,167,Adele Peters,2003
